Student_ID,Full_Name,Date_Of_Birth,Gender,Email,Phone,Department_ID,Major,Enrollment_Date,Status,Dropout_Date,total_invoices_count,total_tuition_billed,total_tuition_paid,total_remaining_debt,scholarship_total,late_fee_total,total_payments_count,successful_payments_count,failed_payments_count,avg_payment_amount,payment_completion_rate,payment_failure_rate,has_overdue_debt,target_is_dropped_out,target_high_debt_risk
STU001185,Ông Khoa Nguyễn,2004-02-10,Female,jane67@example.org,0501614898,DEP001,Công nghệ thông tin,2025-01-31,Active,,2,25152000,10914000,14238000,12911000,1381000,3,2,1,7789000.0,0.43392175,0.33333334,1,0,0
STU001186,Bà Khoa Phạm,2003-10-01,Female,jane62@example.net,029963993,DEP010,Du lịch - Khách sạn,2022-10-31,Active,,5,94521000,30298000,64223000,17348000,3544000,6,4,0,9296333.0,0.3205425,0.0,1,0,0
STU001187,Cô Duyên Lê,2003-04-01,Male,dbui@example.com,0887294754,DEP002,Tài chính - Kế toán,2021-11-21,Graduated,,1,13191000,11095000,2096000,1330000,1217000,1,1,0,11095000.0,0.8411038,0.0,1,0,0
STU001188,Quý Ông Hưng Vũ,2005-11-20,Other,dduong@example.com,001281072,DEP005,Luật,2021-10-13,Active,,2,51771000,22996000,32276000,0,166000,4,3,0,8808000.0,0.4441869,0.0,1,0,0
STU001189,Hưng Nguyễn,2005-11-14,Other,jane07@example.net,066366005,DEP006,Ngoại ngữ,2020-12-14,Active,,2,40924000,19548000,29262000,0,888000,3,3,0,6516000.0,0.47766593,0.0,1,0,0
STU001190,Chị Lâm Trần,2000-06-11,Other,gbui@example.com,014243958,DEP003,Quản trị kinh doanh,2022-01-29,Active,,3,43721000,27896000,15825000,6465000,0,3,3,0,9298667.0,0.6380458,0.0,1,0,0
STU001191,An Trí Hoàng,2000-07-05,Other,imai@example.com,084333815,DEP010,Du lịch - Khách sạn,2023-03-24,Graduated,,3,58387000,3509000,54878000,4131000,0,1,1,0,3509000.0,0.060098995,0.0,1,0,0
STU001192,Cô Nhật Vũ,2002-02-05,Other,john49@example.net,095883699,DEP004,Kinh tế,2020-01-14,Active,,4,78984000,84856000,44625000,8386000,827000,6,6,0,14142667.0,1.0743442,0.0,1,0,0
STU001193,Quý Cô Hải Nguyễn,1999-12-18,Female,john04@example.net,077550344,DEP009,Công nghệ sinh học,2021-08-10,Active,,2,33693000,9772000,23921000,2172000,0,1,1,0,9772000.0,0.29003057,0.0,1,0,0
STU001194,Bà Mai Vũ,2007-09-16,Male,anguyen@example.net,008443360,DEP011,Truyền thông,2019-08-14,Active,,2,21881000,12938000,8943000,7826000,532000,2,2,0,6469000.0,0.5912892,0.0,1,0,0
STU001195,Bà Vi Bùi,2007-07-28,Male,bnguyen@example.com,088197037,DEP009,Công nghệ sinh học,2022-09-24,Dropped Out,2024-12-22,3,66513000,30143000,36370000,0,0,2,1,0,17871500.0,0.4531896,0.0,1,1,0
STU001196,Lâm Văn Vũ,2000-10-07,Other,xnguyen@example.com,0069030580,DEP004,Kinh tế,2021-07-17,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001197,Quý Cô Duyên Phạm,2003-01-23,Other,john26@example.org,0941362239,DEP005,Luật,2021-12-08,Active,,1,17613000,17215000,398000,0,0,2,2,0,8607500.0,0.97740304,0.0,1,0,0
STU001198,Cô Hạnh Nguyễn,2003-09-11,Other,lle@example.net,0613919206,DEP005,Luật,2022-02-20,Graduated,,2,36822000,19513000,18151000,9749000,0,3,3,0,6504333.5,0.5299278,0.0,1,0,0
STU001199,Nhiên Trần,1998-10-18,Other,ole@example.com,0285597984,DEP001,Công nghệ thông tin,2020-06-06,Dropped Out,2022-06-24,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU001200,Khoa Văn Mai,2004-10-14,Male,john17@example.com,0066325212,DEP004,Kinh tế,2022-07-03,Active,,1,33955000,10565000,23390000,0,970000,1,1,0,10565000.0,0.3111471,0.0,1,0,0
STU001201,Bà Thành Lê,2003-01-01,Male,qle@example.org,051075319,DEP012,Khoa học dữ liệu,2021-08-05,Dropped Out,2022-12-03,1,29029000,14807000,14222000,0,1299000,1,1,0,14807000.0,0.5100761,0.0,1,1,0
STU001202,Cô Chi Dương,1999-07-26,Male,john19@example.net,0281966394,DEP006,Ngoại ngữ,2021-01-02,Active,,3,54561000,11083000,43478000,12842000,0,1,1,0,11083000.0,0.20313044,0.0,1,0,0
STU001203,Bác Quang Dương,2006-07-01,Other,mduong@example.com,0348156783,DEP012,Khoa học dữ liệu,2023-06-29,Active,,1,12302000,11993000,309000,0,0,2,2,0,5996500.0,0.9748821,0.0,1,0,0
STU001204,Chị Ngọc Hoàng,2003-09-09,Male,john21@example.org,0908951916,DEP006,Ngoại ngữ,2021-06-29,Active,,3,35052000,35481000,18132000,918000,389000,6,6,0,5913500.0,1.012239,0.0,1,0,0
STU001205,Hồng Hoàng,1998-04-11,Other,john63@example.com,0058514445,DEP007,Kỹ thuật điện,2025-05-13,Active,,2,26759000,24302000,2457000,12296000,0,3,3,0,8100666.5,0.9081804,0.0,1,0,0
STU001206,Linh Hoàng,1999-12-15,Female,rdang@example.com,0811958991,DEP001,Công nghệ thông tin,2024-04-09,Graduated,,2,54040000,78695000,0,0,1402000,4,4,0,19673750.0,1.4562361,0.0,0,0,0
STU001207,Chị Thảo Trần,1998-11-22,Female,john46@example.org,0285621619,DEP008,Kỹ thuật xây dựng,2020-01-21,Active,,1,17698000,0,17698000,5900000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001208,Hạnh Trần,2005-04-01,Male,apham@example.net,0013608612,DEP008,Kỹ thuật xây dựng,2024-10-06,Active,,2,38782000,7645000,31137000,8324000,0,2,1,0,11165000.0,0.19712754,0.0,1,0,0
STU001209,Phương Thị Bùi,1999-02-07,Male,ynguyen@example.org,0196882742,DEP005,Luật,2025-02-25,Dropped Out,2027-04-11,3,55784000,60276000,7308000,2955000,0,6,5,1,12297500.0,1.0805249,0.16666667,1,1,0
STU001210,Nhật Bùi,2001-06-05,Male,jane82@example.net,039661220,DEP004,Kinh tế,2022-03-27,Suspended,,2,29922000,6515000,23407000,4693000,0,1,1,0,6515000.0,0.21773277,0.0,1,0,0
STU001211,Thành Quang Trần,2003-02-25,Other,hhoang@example.net,0164951212,DEP011,Truyền thông,2022-06-16,Active,,3,49652000,7442000,42210000,14538000,0,3,1,1,11404000.0,0.14988318,0.33333334,1,0,1
STU001212,Chị Vi Nguyễn,2003-02-04,Female,john34@example.org,026552778,DEP004,Kinh tế,2021-09-07,Active,,2,45338000,0,45338000,0,523000,0,0,0,0.0,0.0,0.0,1,0,0
STU001213,Cô Yến Vũ,2004-01-26,Male,jane09@example.net,0522351148,DEP001,Công nghệ thông tin,2021-11-19,Suspended,,6,118946000,88512000,35718000,26253000,3549000,7,7,0,12644571.0,0.744136,0.0,1,0,0
STU001214,Châu Bùi,2005-02-25,Male,zdang@example.org,085756089,DEP005,Luật,2020-07-17,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001215,Thành Thế Đặng,1999-03-20,Male,wdang@example.com,054892837,DEP001,Công nghệ thông tin,2019-10-02,Active,,3,47600000,3724000,43876000,6965000,399000,2,1,1,4226500.0,0.07823529,0.5,1,0,1
STU001216,Châu Mai Bảo Trần,1999-01-19,Other,john75@example.org,0520173800,DEP011,Truyền thông,2021-12-29,Active,,1,29290000,17918000,11372000,0,0,1,1,0,17918000.0,0.61174464,0.0,1,0,0
STU001217,Ngọc Bùi,2000-07-05,Other,jane75@example.net,014219925,DEP006,Ngoại ngữ,2023-12-10,Dropped Out,2025-11-20,2,24567000,15532000,10902000,12024000,0,4,3,1,6908250.0,0.6322302,0.25,1,1,0
STU001218,Hưng Nguyễn,2002-07-25,Other,qdang@example.org,015557153,DEP003,Quản trị kinh doanh,2020-04-25,Active,,3,51109000,54796000,11236000,1579000,0,5,5,0,10959200.0,1.07214,0.0,1,0,0
STU001219,Hà Hải Dương,1998-04-04,Male,jane68@example.com,0023820141,DEP001,Công nghệ thông tin,2022-09-09,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001220,Nhật Hải Bùi,1999-12-11,Other,bvu@example.com,040738435,DEP012,Khoa học dữ liệu,2021-01-05,Active,,1,21920000,0,21920000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001221,Tùng Thị Bùi,2003-09-02,Other,ppham@example.net,0902904446,DEP011,Truyền thông,2022-02-13,Graduated,,3,72201000,121545000,12642000,0,519000,8,6,0,17981624.0,1.6834254,0.0,1,0,0
STU001222,Cô Lâm Đặng,2001-12-31,Other,oduong@example.net,0946026452,DEP012,Khoa học dữ liệu,2019-09-29,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001223,Quý Ông Hưng Trần,1998-02-06,Female,qvu@example.org,093254924,DEP009,Công nghệ sinh học,2023-04-10,Active,,2,45236000,18606000,28650000,16586000,0,2,2,0,9303000.0,0.41130957,0.0,1,0,0
STU001224,Bà Hương Mai,1999-02-07,Male,jane11@example.com,038368900,DEP009,Công nghệ sinh học,2020-01-15,Graduated,,2,28478000,0,28478000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001225,Phương Đức Vũ,1999-08-06,Other,john54@example.net,005447281,DEP007,Kỹ thuật điện,2023-11-13,Dropped Out,2024-10-24,1,30452000,0,30452000,0,144000,1,0,0,18426000.0,0.0,0.0,1,1,0
STU001226,Dũng Dương,2006-11-18,Male,bhoang@example.org,0151092037,DEP012,Khoa học dữ liệu,2024-01-08,Active,,2,29114000,27674000,3230000,18192000,129000,5,4,0,7553200.0,0.95053923,0.0,1,0,0
STU001227,Quang Tấn Nguyễn,2004-03-16,Other,ydang@example.net,045677874,DEP005,Luật,2023-08-31,Graduated,,2,58429000,43242000,23500000,0,0,2,2,0,21621000.0,0.7400777,0.0,1,0,0
STU001228,Quang Trần,2001-12-17,Female,ahoang@example.org,080839975,DEP002,Tài chính - Kế toán,2022-02-23,Active,,2,18722000,0,18722000,7302000,1428000,1,0,0,6846000.0,0.0,0.0,1,0,0
STU001229,Quang Trần,1998-07-05,Other,john43@example.com,037029288,DEP006,Ngoại ngữ,2020-03-21,Dropped Out,2020-12-08,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU001230,Bảo Mai Dương,2005-07-02,Female,xdang@example.net,064144193,DEP007,Kỹ thuật điện,2020-09-04,Active,,3,39118000,34851000,15969000,5440000,0,6,4,0,7616000.0,0.8909198,0.0,1,0,0
STU001231,Hạnh Hoàng,2000-07-05,Female,oduong@example.com,034935235,DEP011,Truyền thông,2021-08-07,Dropped Out,2023-02-12,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU001232,Hoàng Thị Trần,1999-10-23,Other,tvu@example.com,0301830644,DEP012,Khoa học dữ liệu,2022-11-29,Graduated,,2,35518000,20366000,15152000,14878000,1396000,2,2,0,10183000.0,0.5733994,0.0,1,0,0
STU001233,Bảo Hoàng,2004-07-05,Female,gpham@example.org,0207900434,DEP012,Khoa học dữ liệu,2025-03-15,Active,,1,12373000,12441000,0,4124000,0,2,2,0,6220500.0,1.0054958,0.0,0,0,0
STU001234,Cô Chi Bùi,2005-06-03,Male,john80@example.net,0352648900,DEP007,Kỹ thuật điện,2024-06-20,Active,,1,14656000,0,14656000,4885000,0,1,0,0,9954000.0,0.0,0.0,1,0,0
STU001235,Nhật Nguyễn,1998-05-20,Female,jane00@example.org,091700788,DEP012,Khoa học dữ liệu,2023-06-16,Graduated,,3,52957000,22818000,30139000,4769000,0,3,2,1,21756666.0,0.4308779,0.33333334,1,0,1
STU001236,Quý Cô Nhật Dương,1999-11-07,Male,mhoang@example.com,0533472970,DEP008,Kỹ thuật xây dựng,2023-07-27,Graduated,,2,17085000,8965000,10862000,9844000,0,2,2,0,4482500.0,0.5247293,0.0,1,0,0
STU001237,Chị Hồng Lê,2003-03-14,Other,rle@example.net,0621960843,DEP007,Kỹ thuật điện,2024-11-08,Dropped Out,2026-02-12,3,80207000,70651000,21729000,6570000,0,3,3,0,23550334.0,0.8808583,0.0,1,1,0
STU001238,Anh Anh Đặng,2007-11-17,Other,dnguyen@example.com,052165328,DEP010,Du lịch - Khách sạn,2022-08-14,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001239,An Hữu Hoàng,2000-07-10,Male,fvu@example.net,0388722692,DEP002,Tài chính - Kế toán,2024-02-14,Suspended,,1,17596000,15121000,2475000,1955000,0,1,1,0,15121000.0,0.85934305,0.0,1,0,0
STU001240,Cô Vân Nguyễn,2005-01-16,Female,etran@example.org,0273505593,DEP001,Công nghệ thông tin,2023-12-03,Active,,1,10519000,10500000,19000,10156000,363000,1,1,0,10500000.0,0.99819374,0.0,1,0,0
STU001241,Dương Trần,2007-03-16,Other,jane08@example.net,0191581968,DEP002,Tài chính - Kế toán,2022-11-18,Active,,1,31221000,29731000,1490000,0,0,2,1,0,26811000.0,0.9522757,0.0,1,0,0
STU001242,Cô Vân Hoàng,2000-04-12,Other,ule@example.com,0072178624,DEP008,Kỹ thuật xây dựng,2022-09-17,Dropped Out,2023-01-23,1,13733000,11294000,2439000,0,0,1,1,0,11294000.0,0.8223986,0.0,1,1,0
STU001243,Vũ Đức Trần,2005-05-31,Male,jane24@example.com,066494597,DEP001,Công nghệ thông tin,2024-04-09,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001244,Quý Cô Duyên Trần,2001-06-06,Female,ybui@example.net,0552585509,DEP003,Quản trị kinh doanh,2020-09-17,Active,,4,90523000,52214000,55635000,7886000,0,6,5,0,12315167.0,0.5768037,0.0,1,0,0
STU001245,Chị Lan Vũ,2001-11-12,Male,tle@example.com,082669035,DEP009,Công nghệ sinh học,2025-09-15,Graduated,,1,24864000,0,24864000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001246,Bảo Hữu Nguyễn,2004-11-16,Female,john43@example.net,072588979,DEP010,Du lịch - Khách sạn,2025-08-17,Active,,1,8966000,8640000,326000,0,0,2,2,0,4320000.0,0.9636404,0.0,1,0,0
STU001247,Kim Hữu Hoàng,2004-11-24,Other,john19@example.org,0662825604,DEP012,Khoa học dữ liệu,2023-12-16,Graduated,,4,77547000,67670000,16641000,0,179000,6,5,1,13574000.0,0.8726321,0.16666667,1,0,1
STU001248,Hà Nguyễn,2007-12-24,Female,ypham@example.com,0302043510,DEP001,Công nghệ thông tin,2025-08-13,Dropped Out,2026-07-16,4,88409000,39005000,49404000,33942000,0,2,2,0,19502500.0,0.44118813,0.0,1,1,0
STU001249,Nam Phú Bùi,2005-08-04,Male,ydang@example.com,0150649738,DEP006,Ngoại ngữ,2024-04-22,Active,,1,13164000,12025000,1139000,1463000,0,1,1,0,12025000.0,0.91347617,0.0,1,0,0
STU001250,Hạnh Hoàng Vũ,2006-04-21,Other,john04@example.org,0987386995,DEP002,Tài chính - Kế toán,2025-05-14,Active,,3,40591000,19174000,21417000,17530000,583000,2,2,0,9587000.0,0.4723707,0.0,1,0,0
STU001251,Nhật Bùi,2006-02-04,Other,bmai@example.net,082392269,DEP007,Kỹ thuật điện,2021-03-08,Graduated,,2,40476000,36639000,6869000,2959000,0,3,3,0,12213000.0,0.9052031,0.0,1,0,0
STU001252,Quý Cô Phương Dương,2004-01-19,Male,ztran@example.com,024337124,DEP004,Kinh tế,2023-02-05,Active,,2,28621000,6908000,21713000,5626000,0,1,1,0,6908000.0,0.24136125,0.0,1,0,0
STU001253,Chị Hà Dương,2001-12-17,Female,vnguyen@example.org,013757948,DEP002,Tài chính - Kế toán,2020-09-30,Dropped Out,2022-03-28,2,40794000,85863000,11967000,0,0,4,4,0,21465750.0,2.1047947,0.0,1,1,0
STU001254,Quý Ông Anh Mai,2007-03-01,Male,edang@example.com,0767282162,DEP004,Kinh tế,2020-09-30,Active,,1,11679000,14717000,0,0,0,2,2,0,7358500.0,1.260125,0.0,0,0,0
STU001255,Hạnh Tấn Phạm,2002-04-17,Male,john74@example.net,0974022169,DEP010,Du lịch - Khách sạn,2021-07-29,Active,,1,23105000,16018000,7087000,0,0,1,1,0,16018000.0,0.69326985,0.0,1,0,0
STU001256,Bác Minh Vũ,2007-09-03,Male,ele@example.com,0301480485,DEP002,Tài chính - Kế toán,2021-02-17,Active,,1,23144000,17451000,5693000,0,1084000,1,1,0,17451000.0,0.7540183,0.0,1,0,0
STU001257,An Dương,1998-09-25,Female,vvu@example.com,0293961127,DEP001,Công nghệ thông tin,2022-09-09,Active,,4,59622000,58717000,14133000,7944000,827000,4,4,0,14679250.0,0.984821,0.0,1,0,0
STU001258,Minh Hải Trần,2000-05-25,Male,cbui@example.net,0251407770,DEP009,Công nghệ sinh học,2024-06-23,Active,,5,78308000,27464000,50844000,12019000,174000,5,2,1,12861800.0,0.3507177,0.2,1,0,1
STU001259,Anh Trung Mai,2003-01-05,Male,dpham@example.org,000271842,DEP003,Quản trị kinh doanh,2025-08-27,Active,,3,58598000,47029000,11569000,8648000,0,4,4,0,11757250.0,0.80257004,0.0,1,0,0
STU001260,Hải Văn Hoàng,2005-09-24,Other,ftran@example.com,068006811,DEP009,Chưa phân ngành,2020-02-10,Dropped Out,2022-07-02,4,99170000,33040000,66130000,6205000,1468000,3,2,1,14766000.0,0.33316526,0.33333334,1,1,1
STU001261,Anh Hoàng Trần,2001-01-18,Female,john25@example.com,063406343,DEP004,Kinh tế,2021-09-03,Suspended,,3,44735000,52164000,3729000,5162000,1320000,7,6,1,8246428.5,1.1660669,0.14285715,1,0,0
STU001262,Anh Trọng Mai,2002-07-14,Male,john90@example.com,0570297564,DEP008,Kỹ thuật xây dựng,2021-09-11,Dropped Out,2023-02-08,1,14591000,0,14591000,0,910000,0,0,0,0.0,0.0,0.0,1,1,0
STU001263,Hải Hữu Phạm,2003-10-01,Other,rle@example.com,0813854577,DEP011,Truyền thông,2025-07-27,Active,,3,65949000,59015000,14218000,11035000,2723000,3,3,0,19671666.0,0.8948581,0.0,1,0,0
STU001264,Hương Hoàng,2003-02-11,Female,john80@example.com,0554313950,DEP008,Kỹ thuật xây dựng,2022-07-29,Active,,3,39133000,36246000,12662000,15312000,0,5,5,0,7249200.0,0.92622596,0.0,1,0,0
STU001265,Bà Hải Mai,2004-02-05,Other,john70@example.com,039975001,DEP005,Luật,2024-01-26,Graduated,,1,15910000,10236000,5674000,0,0,2,1,1,11976000.0,0.64336896,0.5,1,0,0
STU001266,Nhật Hoàng Nguyễn,2002-12-28,Male,jane09@example.com,047916779,DEP006,Ngoại ngữ,2022-03-05,Graduated,,2,52065000,42382000,9683000,2514000,471000,5,3,2,15608400.0,0.81402093,0.4,1,0,0
STU001267,Hoàng Vũ,2000-09-13,Female,john77@example.com,043543684,DEP011,Truyền thông,2024-02-28,Active,,1,13150000,17321000,0,4179000,613000,3,2,1,7997666.5,1.3171864,0.33333334,0,0,0
STU001268,Minh Nguyễn,2002-08-24,Male,john38@example.net,095861035,DEP006,Ngoại ngữ,2020-10-05,Suspended,,4,59058000,40587000,26297000,9522000,1020000,3,3,0,13529000.0,0.68723965,0.0,1,0,0
STU001269,Vân Hoàng,2003-11-26,Male,jane09@example.org,0571515103,DEP012,Khoa học dữ liệu,2022-02-04,Graduated,,2,47815000,5991000,41824000,5271000,380000,1,1,0,5991000.0,0.12529542,0.0,1,0,0
STU001270,Anh Khoa Bùi,2007-10-10,Other,john21@example.net,0010971145,DEP002,Tài chính - Kế toán,2025-07-17,Active,,2,62194000,32191000,30003000,0,0,3,2,0,13213333.0,0.5175901,0.0,1,0,0
STU001271,Kim Hoàng,2007-12-14,Other,gnguyen@example.com,048102381,DEP006,Ngoại ngữ,2019-11-14,Graduated,,1,26952000,17564000,9388000,0,800000,1,1,0,17564000.0,0.6516771,0.0,1,0,0
STU001272,Anh Hoàng Phạm,2003-01-26,Male,kbui@example.net,094522135,DEP008,Kỹ thuật xây dựng,2022-01-23,Graduated,,1,11259000,0,11259000,1251000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001273,Chị Ánh Lê,2000-11-17,Female,ktran@example.com,078548495,DEP012,Khoa học dữ liệu,2020-04-17,Graduated,,3,76213000,51206000,25007000,3090000,2335000,4,3,0,19914250.0,0.6718801,0.0,1,0,0
STU001274,Phương Nguyễn,2000-02-01,Male,ohoang@example.com,024273068,DEP005,Luật,2024-06-26,Active,,1,29835000,19191000,10644000,0,0,2,1,0,21052500.0,0.6432378,0.0,1,0,0
STU001275,Ông Bảo Dương,2004-09-24,Female,tdang@example.org,0071471696,DEP001,Công nghệ thông tin,2020-11-18,Dropped Out,2021-03-03,6,96348000,55216000,56478000,39956000,1175000,7,5,1,13365857.0,0.57308924,0.14285715,1,1,1
STU001276,Bà Nhật Mai,2003-06-07,Male,jbui@example.net,018082042,DEP004,Kinh tế,2020-06-26,Dropped Out,2021-03-29,1,29760000,0,29760000,0,1324000,0,0,0,0.0,0.0,0.0,1,1,0
STU001277,Hạnh Hoàng,2006-03-15,Male,ehoang@example.net,055105562,DEP004,Kinh tế,2025-06-15,Graduated,,1,9349000,15490000,0,0,0,4,3,0,6003500.0,1.6568617,0.0,0,0,0
STU001278,Hưng Lê,2007-11-04,Other,jane61@example.org,0242633024,DEP007,Kỹ thuật điện,2023-10-05,Active,,1,28123000,0,28123000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001279,Xuân Hoàng,2005-04-30,Male,gbui@example.org,0307620491,DEP008,Kỹ thuật xây dựng,2022-07-26,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001280,Hưng Đặng,1999-03-26,Other,ktran@example.net,0807323997,DEP001,Công nghệ thông tin,2024-10-13,Graduated,,3,41687000,3348000,38339000,15430000,815000,1,1,0,3348000.0,0.08031281,0.0,1,0,0
STU001281,Bác Khoa Trần,2006-04-19,Female,jane00@example.com,076939273,DEP005,Luật,2022-03-20,Active,,3,62629000,0,62629000,15639000,182000,1,0,0,20661000.0,0.0,0.0,1,0,0
STU001282,Hồng Dương,2006-05-26,Other,jane72@example.com,020995865,DEP003,Quản trị kinh doanh,2019-12-31,Active,,2,21799000,15617000,12658000,11816000,843000,2,2,0,7808500.0,0.716409,0.0,1,0,0
STU001283,Thảo Trần,2006-05-16,Female,john38@example.com,0347148433,DEP010,Du lịch - Khách sạn,2024-08-29,Active,,2,10475000,9159000,5159000,10474000,0,3,2,0,4288000.0,0.87436754,0.0,1,0,0
STU001284,Huy Đặng,2006-03-29,Other,onguyen@example.com,075319857,DEP010,Du lịch - Khách sạn,2024-03-22,Active,,3,46062000,15566000,32329000,4258000,254000,3,3,0,5188666.5,0.33793584,0.0,1,0,0
STU001285,Châu Hoàng,2004-11-15,Female,epham@example.org,0703322456,DEP010,Du lịch - Khách sạn,2025-05-02,Active,,3,49813000,37450000,12363000,2631000,1309000,3,3,0,12483333.0,0.7518118,0.0,1,0,0
STU001286,Bà Yến Nguyễn,1999-01-13,Other,sdang@example.net,0219318629,DEP005,Luật,2021-06-16,Active,,4,72735000,43293000,29442000,10240000,1666000,4,4,0,10823250.0,0.5952155,0.0,1,0,0
STU001287,Lâm Bùi,1999-11-15,Female,john73@example.net,0695587705,DEP011,Truyền thông,2021-11-24,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001288,Huy Phú Bùi,2001-06-14,Other,gnguyen@example.net,0286576162,DEP003,Quản trị kinh doanh,2022-05-24,Active,,2,44610000,40032000,21382000,0,248000,2,2,0,20016000.0,0.89737725,0.0,1,0,0
STU001289,Bà Dương Mai,2003-07-14,Female,john31@example.org,004515903,DEP006,Ngoại ngữ,2022-06-07,Active,,1,17376000,0,17376000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001290,Cô Hồng Dương,1998-09-26,Male,john81@example.com,0036691231,DEP008,Chưa phân ngành,2020-10-31,Graduated,,2,29036000,16562000,12474000,6595000,0,1,1,0,16562000.0,0.57039535,0.0,1,0,0
STU001291,Nhật Vũ,1999-12-29,Other,ovu@example.com,0916703271,DEP009,Công nghệ sinh học,2020-01-17,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001292,Cô Ngọc Dương,2005-05-19,Male,jane39@example.org,012171097,DEP006,Ngoại ngữ,2024-11-03,Active,,2,30260000,17187000,13073000,30261000,0,2,2,0,8593500.0,0.56797755,0.0,1,0,0
STU001293,Cô Hương Trần,2005-11-16,Female,jane23@example.net,0414229459,DEP006,Ngoại ngữ,2019-09-20,Suspended,,3,82370000,43156000,39214000,6558000,236000,4,3,0,12948750.0,0.52392864,0.0,1,0,0
STU001294,Kim Hữu Dương,2006-09-04,Female,lhoang@example.org,072067153,DEP011,Truyền thông,2025-05-15,Active,,1,28237000,7847000,20390000,0,0,1,1,0,7847000.0,0.2778978,0.0,1,0,0
STU001295,Chị Hồng Lê,2000-09-02,Other,john58@example.org,078819565,DEP007,Kỹ thuật điện,2024-04-13,Graduated,,2,20625000,7148000,13477000,16586000,0,2,1,1,8841000.0,0.3465697,0.5,1,0,0
STU001296,Hạnh Lê,2002-10-26,Male,john02@example.net,0967661237,DEP009,Công nghệ sinh học,2023-12-24,Graduated,,1,18315000,34213000,0,2035000,0,3,3,0,11404333.0,1.8680316,0.0,0,0,0
STU001297,Bác Huy Mai,2003-10-27,Other,jane81@example.com,0881001399,DEP008,Kỹ thuật xây dựng,2020-10-12,Active,,4,56833000,35851000,28183000,23407000,610000,7,5,0,8941857.0,0.63081306,0.0,1,0,0
STU001298,Chị Hạnh Vũ,2005-10-08,Female,jane89@example.net,0593684348,DEP005,Luật,2020-08-29,Graduated,,3,52593000,42286000,30765000,7483000,514000,3,3,0,14095333.0,0.8040233,0.0,1,0,0
STU001299,Quang Mai Đặng,2000-10-02,Other,hdang@example.org,0203230691,DEP003,Quản trị kinh doanh,2020-10-04,Dropped Out,2021-03-05,1,29637000,8431000,21206000,3220000,657000,1,1,0,8431000.0,0.28447548,0.0,1,1,0
STU001300,Tùng Hoàng Bùi,2004-02-27,Male,pmai@example.com,0284835769,DEP009,Công nghệ sinh học,2023-08-31,Dropped Out,2025-05-06,1,9464000,0,9464000,0,1023000,1,0,1,5901000.0,0.0,1.0,1,1,0
STU001301,Phúc Trí Đặng,2006-11-11,Other,kpham@example.org,0202689319,DEP001,Công nghệ thông tin,2023-06-04,Suspended,,4,65579000,19510000,53330000,25669000,912000,2,2,0,9755000.0,0.29750377,0.0,1,0,0
STU001302,Bác Bảo Đặng,2000-05-09,Female,hmai@example.com,083385669,DEP006,Ngoại ngữ,2023-10-02,Active,,1,12126000,0,12126000,12126000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001303,Tùng Thế Lê,2003-08-01,Male,jane55@example.com,0961880273,DEP001,Công nghệ thông tin,2023-12-21,Active,,3,38758000,10857000,27901000,6446000,738000,3,3,0,3619000.0,0.28012282,0.0,1,0,0
STU001304,Mai Bùi,2005-05-21,Other,hbui@example.com,007121570,DEP003,Quản trị kinh doanh,2025-07-08,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU001305,Chị Khoa Phạm,2004-05-25,Other,spham@example.net,0247134097,DEP002,Tài chính - Kế toán,2024-04-14,Active,,2,19003000,0,19003000,10822000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU001306,Lâm Tấn Phạm,2005-08-14,Other,john91@example.net,0235579522,DEP006,Ngoại ngữ,2023-01-18,Active,,1,10277000,0,10277000,0,1173000,0,0,0,0.0,0.0,0.0,1,0,0
